id_amostra;data_analise;lote;umidade_pct;proteina_pct;extrato_etereo_pct;fibras_pct;materia_mineral_pct;urease_uph;solubilidade_pct;indice_qualidade;classe_qualidade
FS0956;2026-08-28;FS-2026-0096;12.42;45.71;1.77;5.25;4.32;0.13;80.98;79.52;Atencao
FS0957;2026-08-29;FS-2026-0096;12.41;46.18;1.72;5.03;4.4;0.065;82.03;85.73;Conforme
FS0958;2026-08-29;FS-2026-0096;12.41;46.3;2.2;5.03;4.51;0.122;82.53;89.52;Excelente
FS0959;2026-08-29;FS-2026-0096;12.59;46.06;1.88;4.65;4.71;0.047;81.91;85.6;Conforme
FS0960;2026-08-29;FS-2026-0096;12.56;46.37;1.75;5.05;4.42;0.123;79.87;85.86;Conforme
FS0961;2026-08-30;FS-2026-0097;12.51;46.03;1.96;4.65;4.3;0.052;83.08;85.03;Conforme
FS0962;2026-08-30;FS-2026-0097;12.35;45.74;1.97;5.38;4.43;0.035;81.22;79.47;Atencao
FS0963;2026-08-30;FS-2026-0097;12.74;46.15;1.74;5.08;4.1;0.079;80.62;81.42;Conforme
FS0964;2026-08-30;FS-2026-0097;12.54;46.31;2.0;5.1;4.38;0.154;80.46;83.97;Conforme
FS0965;2026-08-31;FS-2026-0097;12.38;46.43;1.4;4.1;4.31;0.116;81.18;88.87;Excelente
FS0966;2026-08-31;FS-2026-0097;12.55;46.73;1.29;4.83;4.39;0.083;82.64;91.35;Excelente
FS0967;2026-08-31;FS-2026-0097;12.59;46.0;1.45;5.29;4.48;0.05;82.48;83.69;Conforme
FS0968;2026-08-31;FS-2026-0097;12.28;45.86;2.3;4.35;4.64;0.072;83.13;83.87;Conforme
FS0969;2026-09-01;FS-2026-0097;12.58;46.62;1.55;5.29;4.13;0.047;81.6;85.1;Conforme
FS0970;2026-09-01;FS-2026-0097;12.37;45.64;1.72;4.34;4.56;0.079;83.33;85.32;Conforme
FS0971;2026-09-01;FS-2026-0098;12.48;45.84;1.45;4.48;4.49;0.114;82.07;87.54;Conforme
FS0972;2026-09-01;FS-2026-0098;12.41;46.37;1.85;4.67;4.46;0.048;85.0;93.88;Excelente
FS0973;2026-09-02;FS-2026-0098;12.15;45.74;1.73;4.35;4.35;0.123;80.06;79.45;Atencao
FS0974;2026-09-02;FS-2026-0098;12.84;46.34;1.43;4.45;4.34;0.101;83.1;85.41;Conforme
FS0975;2026-09-02;FS-2026-0098;12.35;46.31;1.43;5.12;4.62;0.144;82.42;85.77;Conforme
FS0976;2026-09-02;FS-2026-0098;12.38;46.45;1.73;4.25;4.63;0.12;82.72;89.03;Excelente
FS0977;2026-09-03;FS-2026-0098;12.5;46.43;1.75;3.56;4.57;0.161;81.79;88.14;Excelente
FS0978;2026-09-03;FS-2026-0098;12.56;46.11;2.08;4.86;4.32;0.117;82.28;84.22;Conforme
FS0979;2026-09-03;FS-2026-0098;12.14;45.76;1.27;5.0;4.31;0.071;81.69;80.24;Conforme
FS0980;2026-09-03;FS-2026-0098;12.58;46.33;1.82;3.92;4.54;0.135;81.29;86.63;Conforme
FS0981;2026-09-04;FS-2026-0099;12.36;46.99;1.66;3.5;4.7;0.161;82.5;92.61;Excelente
FS0982;2026-09-04;FS-2026-0099;12.81;46.38;1.86;5.45;4.61;0.068;82.88;85.51;Conforme
FS0983;2026-09-04;FS-2026-0099;12.25;46.17;1.4;4.44;4.71;0.076;80.88;84.75;Conforme
FS0984;2026-09-04;FS-2026-0099;13.0;46.23;1.99;4.76;4.66;0.096;82.21;82.71;Conforme
FS0985;2026-09-05;FS-2026-0099;12.5;46.19;1.43;4.99;4.73;0.052;80.45;86.2;Conforme
FS0986;2026-09-05;FS-2026-0099;12.75;45.79;1.77;6.0;4.48;0.073;82.09;80.95;Conforme
FS0987;2026-09-05;FS-2026-0099;12.5;46.48;1.43;5.68;4.11;0.067;82.28;89.86;Excelente
FS0988;2026-09-05;FS-2026-0099;12.55;46.18;1.55;5.1;4.66;0.069;81.74;86.01;Conforme
FS0989;2026-09-06;FS-2026-0099;12.15;46.32;1.66;4.78;4.78;0.026;81.91;82.1;Conforme
FS0990;2026-09-06;FS-2026-0099;12.88;46.09;1.2;4.24;4.72;0.102;83.22;86.23;Conforme
FS0991;2026-09-06;FS-2026-0100;12.92;46.33;1.65;4.61;4.55;0.012;81.31;79.21;Atencao
FS0992;2026-09-06;FS-2026-0100;12.0;46.65;1.88;3.76;4.35;0.134;82.25;87.84;Conforme
FS0993;2026-09-07;FS-2026-0100;12.56;46.04;2.28;4.85;4.82;0.171;82.02;81.73;Conforme
FS0994;2026-09-07;FS-2026-0100;12.47;46.05;1.95;3.96;4.68;0.161;82.29;83.62;Conforme
FS0995;2026-09-07;FS-2026-0100;12.27;46.17;1.44;5.58;4.56;0.096;81.6;82.63;Conforme
FS0996;2026-09-07;FS-2026-0100;12.29;45.85;1.54;3.91;4.09;0.098;82.71;82.21;Conforme
FS0997;2026-09-08;FS-2026-0100;12.55;46.55;1.65;4.15;4.49;0.063;82.38;90.37;Excelente
FS0998;2026-09-08;FS-2026-0100;12.24;46.25;1.76;3.73;4.64;0.127;79.87;82.56;Conforme
FS0999;2026-09-08;FS-2026-0100;12.29;46.3;1.69;3.5;4.71;0.077;81.78;88.49;Excelente
FS1000;2026-09-08;FS-2026-0100;12.31;46.37;1.2;4.3;4.56;0.061;81.81;87.13;Conforme
